BSN,Portfoy,Tahsilat,Tarih
BSN0566221,BANK2P2,21.82,5/21/2013
BSN0565972,BANK2P2,189.79,11/22/2013
BSN0568599,BANK2P2,1000.00,10/25/2013
BSN0380095,BANK2P2,328.90,1/25/2013
BSN0569143,BANK2P2,263.60,11/15/2013
BSN0566385,BANK2P2,260.00,10/30/2012
BSN0567774,BANK2P2,29.59,1/25/2013
BSN0580162,BANK2P2,50.00,10/22/2012
BSN0583573,BANK2P2,400.00,7/4/2012
BSN0531902,BANK2P2,72.03,9/19/2013
BSN0569539,BANK2P2,670.00,9/17/2012
BSN0521940,BANK2P2,74.80,11/21/2012
BSN0571851,BANK2P2,1971.31,9/24/2013
BSN0565439,BANK2P2,107.92,7/22/2013
BSN0567902,BANK2P2,31.50,2/5/2014
BSN0001362,BANK2P2,90.00,7/11/2012
BSN0583119,BANK2P2,500.00,1/21/2013
BSN0583915,BANK2P2,380.00,9/16/2013
BSN0567718,BANK2P2,201.60,2/12/2013
BSN0577641,BANK2P2,334.00,6/24/2013
BSN0572841,BANK2P2,400.00,6/26/2013
BSN0577291,BANK2P2,113.00,2/25/2013
BSN0570453,BANK2P2,200.00,10/24/2013
BSN0476766,BANK2P2,32.05,11/19/2013
BSN0567928,BANK2P2,851.56,11/21/2012
BSN0565837,BANK2P2,307.66,6/13/2012
BSN0580687,BANK2P2,250.00,11/29/2013
BSN0575495,BANK2P2,2500.00,3/15/2013
BSN0566583,BANK2P2,631.00,10/28/2013
BSN0569246,BANK2P2,262.65,7/11/2012
BSN0570441,BANK2P2,282.20,8/17/2012
BSN0567833,BANK2P2,31.59,8/1/2012
BSN0567991,BANK2P2,20.34,9/3/2013
BSN0575174,BANK2P2,270.00,1/11/2013
BSN0567204,BANK2P2,74.96,5/27/2013
BSN0416682,BANK2P2,88.38,7/24/2013
BSN0565328,BANK2P2,10.31,1/24/2014
BSN0568069,BANK2P2,397.38,12/10/2013
BSN0572290,BANK2P2,93.12,12/28/2012
BSN0569972,BANK2P2,113.73,2/25/2013
BSN0576935,BANK2P2,100.00,5/2/2013
BSN0022538,BANK2P2,28.30,1/16/2013
BSN0566564,BANK2P2,205.60,8/2/2013
BSN0577840,BANK2P2,500.00,12/31/2012
BSN0568412,BANK2P2,579.60,3/21/2013
BSN0566387,BANK2P2,287.62,4/29/2013
BSN0485572,BANK2P2,171.28,9/27/2012
BSN0485572,BANK2P2,52.21,2/7/2014
BSN0572716,BANK2P2,231.58,1/23/2014
BSN0575643,BANK2P2,172.00,12/25/2012
BSN0575829,BANK2P2,1500.00,3/29/2013
BSN0568394,BANK2P2,2300.00,4/30/2013
BSN0549080,BANK2P2,99.24,5/27/2013
BSN0257803,BANK2P2,27.77,10/4/2013
BSN0572858,BANK2P2,1000.00,12/28/2012
BSN0567778,BANK2P2,28.54,3/12/2013
BSN0567816,BANK2P2,49.74,5/24/2013
BSN0485653,BANK2P2,221.61,7/12/2013
BSN0566552,BANK2P2,255.30,9/6/2012
BSN0309840,BANK2P2,239.78,7/4/2013
BSN0577386,BANK2P2,900.00,2/24/2014
BSN0574436,BANK2P2,13.12,11/9/2012
BSN0532031,BANK2P2,156.66,12/16/2013
BSN0576227,BANK2P2,7000.00,7/20/2012
BSN0577318,BANK2P2,250.00,10/23/2013
BSN0573241,BANK2P2,350.00,9/7/2012
BSN0567012,BANK2P2,522.13,11/13/2012
BSN0567464,BANK2P2,44.35,10/3/2013
BSN0565445,BANK2P2,141.06,11/8/2012
BSN0580938,BANK2P2,100.00,5/28/2013
BSN0566743,BANK2P2,302.13,4/30/2013
BSN0565684,BANK2P2,78.65,6/27/2013
BSN0149393,BANK2P2,5329.86,3/29/2013
BSN0567778,BANK2P2,96.71,6/6/2013
BSN0567928,BANK2P2,589.14,6/21/2013
BSN0566060,BANK2P2,430.66,1/14/2013
BSN0566473,BANK2P2,71.53,2/14/2014
BSN0483833,BANK2P2,140.99,8/16/2013
BSN0565823,BANK2P2,495.96,1/9/2013
BSN0371262,BANK2P2,448.58,7/10/2013
BSN0478575,BANK2P2,349.57,12/23/2013
BSN0583462,BANK2P2,420.00,7/4/2013
BSN0571163,BANK2P2,300.00,1/31/2013
BSN0567737,BANK2P2,99.42,10/21/2013
BSN0565536,BANK2P2,432.31,6/13/2012
BSN0574246,BANK2P2,200.00,9/30/2013
BSN0568021,BANK2P2,376.30,10/23/2012
BSN0572518,BANK2P2,118.15,1/31/2014
BSN0565369,BANK2P2,500.00,10/30/2012
BSN0570136,BANK2P2,1.97,7/18/2013
BSN0568282,BANK2P2,76.44,7/8/2013
BSN0583593,BANK2P2,200.00,9/10/2012
BSN0583004,BANK2P2,250.00,8/22/2012
BSN0575646,BANK2P2,354.18,6/3/2013
BSN0566922,BANK2P2,109.74,10/21/2013
BSN0577218,BANK2P2,126.12,4/15/2013
BSN0576657,BANK2P2,21.52,12/26/2012
BSN0569815,BANK2P2,138.87,5/10/2013
BSN0565308,BANK2P2,66.00,7/22/2013
BSN0318811,BANK2P2,106.84,7/9/2013
BSN0566562,BANK2P2,45.43,2/18/2013
BSN0571418,BANK2P2,15.65,10/24/2013
BSN0572986,BANK2P2,228.86,11/16/2012
BSN0571047,BANK2P2,117.67,5/6/2013
BSN0567656,BANK2P2,339.70,9/25/2013
BSN0566613,BANK2P2,200.00,10/1/2013
BSN0566740,BANK2P2,526.90,3/21/2013
BSN0575074,BANK2P2,110.00,8/23/2013
BSN0566845,BANK2P2,28.13,8/24/2012
BSN0569416,BANK2P2,500.00,1/21/2013
BSN0569343,BANK2P2,476.20,6/13/2012
BSN0310579,BANK2P2,70.73,4/29/2013
BSN0567680,BANK2P2,277.76,4/18/2013
BSN0583628,BANK2P2,1250.00,2/26/2014
BSN0576364,BANK2P2,650.00,10/21/2013
BSN0571476,BANK2P2,270.00,4/4/2013
BSN0567311,BANK2P2,421.38,5/27/2013
BSN0578200,BANK2P2,143.00,11/9/2012
BSN0514539,BANK2P2,99.53,11/12/2012
BSN0566106,BANK2P2,533.39,5/23/2013
BSN0403782,BANK2P2,299.85,11/29/2012
BSN0569480,BANK2P2,82.73,3/4/2013
BSN0567805,BANK2P2,564.30,11/14/2012
BSN0574806,BANK2P2,63.40,12/26/2012
BSN0578328,BANK2P2,200.00,1/18/2013
BSN0566613,BANK2P2,100.00,9/2/2013
BSN0311979,BANK2P2,248.00,12/11/2012
BSN0565555,BANK2P2,500.00,10/30/2013
BSN0574704,BANK2P2,103.42,4/11/2013
BSN0255362,BANK2P2,47.10,6/13/2012
BSN0567778,BANK2P2,117.00,6/13/2012
BSN0568466,BANK2P2,600.00,2/6/2014
BSN0567680,BANK2P2,360.26,5/21/2013
BSN0571316,BANK2P2,910.00,2/20/2013
BSN0568777,BANK2P2,500.00,4/29/2013
BSN0570304,BANK2P2,10.88,8/22/2013
BSN0582923,BANK2P2,200.00,11/18/2013
BSN0579899,BANK2P2,100.00,8/23/2012
BSN0575783,BANK2P2,260.00,5/2/2013
BSN0567459,BANK2P2,300.00,1/24/2013
BSN0566088,BANK2P2,365.00,1/28/2014
BSN0396533,BANK2P2,11.11,2/25/2014
BSN0478087,BANK2P2,264.86,8/16/2012
BSN0190167,BANK2P2,313.75,8/27/2012
BSN0582799,BANK2P2,691.00,12/20/2012
BSN0569280,BANK2P2,910.00,10/4/2012
BSN0566194,BANK2P2,34.44,2/22/2013
BSN0551406,BANK2P2,35.34,11/21/2013
BSN0578106,BANK2P2,20.00,2/21/2014
BSN0574838,BANK2P2,425.00,3/1/2013
BSN0571644,BANK2P2,60.23,1/17/2014
BSN0566661,BANK2P2,1000.00,3/18/2013
BSN0569602,BANK2P2,178.28,9/24/2013
BSN0577987,BANK2P2,130.00,4/29/2013
BSN0568387,BANK2P2,467.30,2/13/2014
BSN0566153,BANK2P2,510.05,1/21/2014
BSN0582170,BANK2P2,26.00,1/22/2013
BSN0569668,BANK2P2,149.05,6/24/2013
BSN0291978,BANK2P2,1057.80,6/13/2012
BSN0568468,BANK2P2,382.22,1/29/2013
BSN0572981,BANK2P2,397.20,5/23/2013
BSN0575135,BANK2P2,400.00,9/25/2012
BSN0566540,BANK2P2,57.03,8/7/2012
BSN0566024,BANK2P2,522.84,4/11/2013
BSN0566413,BANK2P2,3326.70,7/25/2012
BSN0567959,BANK2P2,38.33,4/29/2013
BSN0582975,BANK2P2,250.00,12/27/2012
BSN0580805,BANK2P2,510.00,11/30/2012
BSN0567963,BANK2P2,387.41,7/18/2013
BSN0573070,BANK2P2,70.00,11/29/2012
BSN0567756,BANK2P2,747.60,7/24/2013
BSN0570654,BANK2P2,1000.00,12/17/2013
BSN0546370,BANK2P2,5315.69,6/10/2013
BSN0565335,BANK2P2,476.60,2/20/2014
BSN0567283,BANK2P2,292.59,8/21/2013
BSN0578022,BANK2P2,1250.00,5/28/2013
BSN0568235,BANK2P2,215.85,11/28/2012
BSN0566424,BANK2P2,53.36,8/27/2012
BSN0567495,BANK2P2,2788.01,9/23/2013
BSN0567075,BANK2P2,84.00,12/10/2013
BSN0569930,BANK2P2,256.92,5/24/2013
BSN0566511,BANK2P2,235.10,10/16/2012
BSN0576274,BANK2P2,220.00,12/12/2013
BSN0577234,BANK2P2,100.00,9/27/2013
BSN0568386,BANK2P2,116.14,1/24/2014
BSN0571107,BANK2P2,600.00,3/15/2013
BSN0577218,BANK2P2,267.75,9/25/2012
BSN0565659,BANK2P2,282.20,12/27/2012
BSN0573008,BANK2P2,119.13,8/22/2013
BSN0569113,BANK2P2,960.00,2/11/2013
BSN0118930,BANK2P2,185.07,8/9/2012
BSN0567833,BANK2P2,48.53,8/14/2013
BSN0581050,BANK2P2,140.00,3/29/2013
BSN0091364,BANK2P2,3175.51,3/28/2013
BSN0566508,BANK2P2,9000.00,8/28/2012
BSN0566980,BANK2P2,224.30,6/27/2013
BSN0579726,BANK2P2,100.00,9/24/2013
BSN0578191,BANK2P2,150.00,11/13/2013
BSN0565397,BANK2P2,86.30,11/27/2012
BSN0582249,BANK2P2,201.50,2/28/2013
BSN0577943,BANK2P2,125.00,2/1/2013
BSN0566083,BANK2P2,151.80,1/6/2014
BSN0580417,BANK2P2,450.00,7/6/2012
BSN0566723,BANK2P2,293.70,2/5/2014
BSN0577152,BANK2P2,150.00,1/25/2013
BSN0569007,BANK2P2,369.21,7/27/2012
BSN0578831,BANK2P2,100.00,1/31/2013
BSN0567078,BANK2P2,53.79,11/25/2013
BSN0567629,BANK2P2,56.34,11/21/2013
BSN0566415,BANK2P2,117.46,1/24/2014
BSN0567245,BANK2P2,22.92,2/11/2013
BSN0570128,BANK2P2,36.77,1/17/2014
BSN0567283,BANK2P2,331.60,1/20/2014
BSN0578916,BANK2P2,160.00,9/19/2012
BSN0569189,BANK2P2,297.61,4/22/2013
BSN0573362,BANK2P2,128.98,11/1/2013
BSN0498072,BANK2P2,333.00,6/13/2012
BSN0574113,BANK2P2,300.00,12/25/2013
BSN0582881,BANK2P2,6549.51,2/20/2014
BSN0567991,BANK2P2,194.81,9/2/2013
BSN0582277,BANK2P2,250.00,3/28/2013
BSN0569663,BANK2P2,688.23,12/25/2012
BSN0578747,BANK2P2,190.00,1/30/2014
BSN0566180,BANK2P2,146.54,12/17/2013
BSN0575289,BANK2P2,49.60,1/22/2013
BSN0567418,BANK2P2,901.51,1/14/2014
BSN0508180,BANK2P2,25.97,11/21/2013
BSN0581015,BANK2P2,150.00,11/20/2012
BSN0565976,BANK2P2,210.00,9/18/2012
BSN0569322,BANK2P2,34.71,3/15/2013
BSN0567959,BANK2P2,30.66,8/27/2013
BSN0570956,BANK2P2,1390.35,12/31/2012
BSN0565443,BANK2P2,313.63,9/3/2012
BSN0574383,BANK2P2,300.00,12/23/2013
BSN0570451,BANK2P2,400.00,10/10/2013
BSN0565852,BANK2P2,137.24,12/12/2013
BSN0565993,BANK2P2,150.00,10/31/2013
BSN0531515,BANK2P2,397.45,4/22/2013
BSN0565517,BANK2P2,3000.00,9/21/2012
BSN0567924,BANK2P2,10926.27,9/6/2013
BSN0568765,BANK2P2,560.70,6/19/2013
BSN0577271,BANK2P2,450.00,8/6/2012
BSN0570850,BANK2P2,29.70,10/30/2012
BSN0567283,BANK2P2,32.37,2/4/2013
BSN0576623,BANK2P2,104.87,12/4/2013
BSN0568324,BANK2P2,530.00,7/19/2013
BSN0576142,BANK2P2,200.00,7/22/2013
BSN0566022,BANK2P2,986.16,11/29/2012
BSN0565738,BANK2P2,396.26,1/4/2013
BSN0468361,BANK2P2,178.87,10/30/2012
BSN0567909,BANK2P2,56.59,7/25/2012
BSN0570850,BANK2P2,148.48,5/24/2013
BSN0567094,BANK2P2,158.58,10/16/2012
BSN0583151,BANK2P2,100.00,1/2/2014
BSN0523866,BANK2P2,52.11,2/13/2013
BSN0579101,BANK2P2,150.00,3/27/2013
BSN0570750,BANK2P2,417.00,11/30/2012
BSN0580413,BANK2P2,45.00,12/17/2012
BSN0263125,BANK2P2,73.58,4/29/2013
BSN0037413,BANK2P2,13621.35,11/19/2013
BSN0573872,BANK2P2,397.73,1/3/2013
BSN0582329,BANK2P2,315.00,3/29/2013
BSN0566562,BANK2P2,348.57,5/16/2013
BSN0565813,BANK2P2,338.76,3/21/2013
BSN0565752,BANK2P2,651.78,12/27/2012
BSN0568042,BANK2P2,21.38,8/23/2012
BSN0567959,BANK2P2,461.67,3/28/2013
BSN0566486,BANK2P2,310.00,8/27/2012
BSN0565832,BANK2P2,100.00,8/17/2012
BSN0569726,BANK2P2,334.00,9/3/2012
BSN0565744,BANK2P2,26.99,6/17/2013
BSN0567809,BANK2P2,140.20,10/31/2013
BSN0583903,BANK2P2,35.00,6/19/2013
BSN0579147,BANK2P2,250.00,6/11/2013
BSN0571305,BANK2P2,129.33,10/7/2013
BSN0577804,BANK2P2,150.00,4/10/2013
BSN0577972,BANK2P2,20.97,2/24/2014
BSN0565424,BANK2P2,151.66,1/20/2014
BSN0476193,BANK2P2,216.60,1/28/2014
BSN0573810,BANK2P2,550.00,4/3/2013
BSN0567643,BANK2P2,267.12,12/24/2012
BSN0567001,BANK2P2,728.00,6/14/2013
BSN0567331,BANK2P2,223.01,1/22/2014
BSN0567758,BANK2P2,13.26,11/29/2012
BSN0567491,BANK2P2,300.00,1/31/2013
BSN0569775,BANK2P2,1200.00,7/25/2013
BSN0465869,BANK2P2,150.97,7/31/2013
BSN0099805,BANK2P2,340.27,9/19/2013
BSN0581288,BANK2P2,55.25,4/8/2013
BSN0573010,BANK2P2,613.48,8/10/2012
BSN0575926,BANK2P2,18.83,4/17/2013
BSN0573287,BANK2P2,120.50,8/14/2013
BSN0575369,BANK2P2,60.00,6/27/2013
BSN0574024,BANK2P2,225.00,11/25/2013
BSN0576094,BANK2P2,151.68,8/12/2013
BSN0568129,BANK2P2,556.71,11/21/2012
BSN0578788,BANK2P2,1350.00,6/28/2013
BSN0566092,BANK2P2,412.34,9/4/2013
BSN0568990,BANK2P2,750.00,5/20/2013
BSN0567884,BANK2P2,83.47,5/15/2013
BSN0575579,BANK2P2,30.99,11/20/2013
BSN0566002,BANK2P2,159.34,6/19/2013
BSN0294201,BANK2P2,143.63,4/9/2013
BSN0565335,BANK2P2,470.20,7/19/2012
BSN0569271,BANK2P2,134.69,10/25/2013
BSN0579704,BANK2P2,100.00,11/27/2012
BSN0570509,BANK2P2,140.20,8/21/2013
BSN0566473,BANK2P2,514.88,12/26/2012
BSN0566460,BANK2P2,66.32,1/8/2014
BSN0568044,BANK2P2,72.61,2/24/2014
BSN0573011,BANK2P2,50.00,4/22/2013
BSN0565304,BANK2P2,57.46,6/21/2013
BSN0568334,BANK2P2,1393.84,2/11/2014
BSN0571526,BANK2P2,600.00,10/25/2013
BSN0574652,BANK2P2,150.00,11/18/2013
BSN0567262,BANK2P2,504.70,8/16/2013
BSN0470792,BANK2P2,201.90,9/24/2013
BSN0580742,BANK2P2,150.00,4/24/2013
BSN0572029,BANK2P2,150.00,1/28/2013
BSN0571285,BANK2P2,366.80,11/28/2012
BSN0574339,BANK2P2,500.00,9/24/2012
BSN0582388,BANK2P2,100.00,5/30/2013
BSN0572403,BANK2P2,150.00,7/26/2013
BSN0566792,BANK2P2,44.63,12/20/2012
BSN0576449,BANK2P2,300.00,2/3/2014
BSN0568215,BANK2P2,600.00,10/11/2013
BSN0567677,BANK2P2,500.27,11/20/2013
BSN0577518,BANK2P2,100.00,3/18/2013
BSN0566688,BANK2P2,100.16,10/23/2012
BSN0567311,BANK2P2,78.62,12/25/2012
BSN0241095,BANK2P2,2685.12,9/2/2013
BSN0574572,BANK2P2,71.53,10/25/2013
BSN0571497,BANK2P2,1055.00,7/30/2013
BSN0568245,BANK2P2,614.58,4/17/2013
BSN0565477,BANK2P2,188.58,2/26/2014
BSN0583903,BANK2P2,30.00,4/17/2013
BSN0565898,BANK2P2,250.43,5/20/2013
BSN0574393,BANK2P2,191.60,1/21/2014
BSN0566318,BANK2P2,216.52,12/24/2012
BSN0582833,BANK2P2,165.00,5/20/2013
BSN0570267,BANK2P2,617.49,1/23/2013
BSN0565867,BANK2P2,340.00,9/6/2012
BSN0570630,BANK2P2,161.00,9/23/2013
BSN0567693,BANK2P2,14.24,12/17/2013
BSN0569463,BANK2P2,752.40,9/19/2012
BSN0565431,BANK2P2,109.06,10/10/2013
BSN0576836,BANK2P2,86.09,10/22/2013
BSN0565424,BANK2P2,224.37,10/16/2012
BSN0570522,BANK2P2,198.63,2/11/2013
BSN0572986,BANK2P2,121.14,11/16/2012
BSN0566221,BANK2P2,202.26,3/22/2013
BSN0037413,BANK2P2,322.26,5/17/2013
BSN0576856,BANK2P2,100.00,7/31/2013
BSN0566644,BANK2P2,48.90,3/19/2013
BSN0565890,BANK2P2,669.61,1/24/2013
BSN0566453,BANK2P2,19.79,9/24/2013
BSN0568046,BANK2P2,8.99,8/22/2012
BSN0567776,BANK2P2,300.00,4/29/2013
BSN0575735,BANK2P2,167.00,1/29/2014
BSN0568510,BANK2P2,200.00,2/27/2013
BSN0568484,BANK2P2,700.00,3/18/2013
BSN0566154,BANK2P2,434.00,6/4/2013
BSN0576364,BANK2P2,650.00,1/16/2014
BSN0568026,BANK2P2,871.17,10/31/2012
BSN0118930,BANK2P2,185.87,12/10/2012
BSN0267149,BANK2P2,80.92,7/31/2013
BSN0566590,BANK2P2,100.00,9/17/2012
BSN0574383,BANK2P2,300.00,11/29/2013
BSN0573920,BANK2P2,58.27,2/21/2014
BSN0505792,BANK2P2,40.32,2/21/2014
BSN0565311,BANK2P2,141.10,6/13/2012
BSN0572045,BANK2P2,612.00,9/19/2013
BSN0505792,BANK2P2,253.64,1/25/2013
BSN0567428,BANK2P2,232.53,12/16/2013
BSN0575366,BANK2P2,35.53,7/23/2013
BSN0567640,BANK2P2,1170.00,10/31/2013
BSN0448931,BANK2P2,1750.00,10/3/2012
BSN0579715,BANK2P2,77.58,10/11/2013
BSN0567245,BANK2P2,184.72,5/30/2013
BSN0569881,BANK2P2,462.30,12/11/2013
BSN0565308,BANK2P2,184.00,1/15/2013
BSN0237100,BANK2P2,71.55,9/7/2012
BSN0567677,BANK2P2,500.27,11/4/2013
BSN0581570,BANK2P2,138.73,1/23/2013
BSN0565839,BANK2P2,563.78,7/27/2012
BSN0565499,BANK2P2,171.68,1/6/2014
BSN0582827,BANK2P2,200.00,5/6/2013
BSN0566831,BANK2P2,881.62,12/17/2013
BSN0567883,BANK2P2,170.00,11/19/2012
BSN0575461,BANK2P2,200.00,10/31/2012
BSN0582833,BANK2P2,165.00,7/22/2013
BSN0582827,BANK2P2,200.00,3/1/2013
BSN0566630,BANK2P2,526.99,8/8/2012
BSN0566422,BANK2P2,1787.30,5/29/2013
BSN0567737,BANK2P2,99.42,12/20/2013
BSN0565866,BANK2P2,102.58,7/24/2012
BSN0567523,BANK2P2,35.70,12/9/2013
BSN0576449,BANK2P2,350.00,5/27/2013
BSN0575885,BANK2P2,200.00,7/15/2013
BSN0579733,BANK2P2,200.00,12/26/2012
BSN0566083,BANK2P2,162.75,9/25/2013
BSN0568959,BANK2P2,283.33,7/18/2013
BSN0566230,BANK2P2,46.09,3/28/2013
BSN0565714,BANK2P2,150.00,9/19/2012
BSN0410399,BANK2P2,26.81,8/2/2013
BSN0566003,BANK2P2,43.47,11/25/2013
BSN0567451,BANK2P2,4983.00,10/5/2012
BSN0567991,BANK2P2,131.69,2/12/2013
BSN0568671,BANK2P2,2433.98,5/21/2013
BSN0568179,BANK2P2,200.00,8/2/2013
BSN0571663,BANK2P2,2302.24,1/24/2013
BSN0575183,BANK2P2,90.00,10/23/2012
BSN0571230,BANK2P2,437.54,9/23/2013
BSN0478276,BANK2P2,6140.48,9/10/2013
BSN0567774,BANK2P2,266.91,9/19/2013
BSN0565579,BANK2P2,440.96,11/26/2013
BSN0566912,BANK2P2,187.24,11/20/2013
BSN0566415,BANK2P2,79.51,7/26/2012
BSN0569480,BANK2P2,86.02,7/25/2013
BSN0493265,BANK2P2,56.49,5/3/2013
BSN0566363,BANK2P2,201.00,2/25/2013
BSN0578271,BANK2P2,300.00,5/29/2013
BSN0567629,BANK2P2,56.34,6/25/2013
BSN0574030,BANK2P2,200.00,8/28/2012
BSN0549811,BANK2P2,-1488.55,1/31/2014
BSN0566193,BANK2P2,1037.00,6/13/2012
BSN0579732,BANK2P2,99.36,5/17/2013
BSN0576117,BANK2P2,150.00,7/26/2012
BSN0543439,BANK2P2,165.40,9/21/2012
BSN0578580,BANK2P2,300.00,12/17/2012
BSN0568805,BANK2P2,411.75,8/28/2012
BSN0567841,BANK2P2,290.21,12/17/2013
BSN0567775,BANK2P2,155.08,12/14/2012
BSN0577335,BANK2P2,44.95,1/21/2014
BSN0567680,BANK2P2,352.11,5/10/2013
BSN0532142,BANK2P2,67.47,12/27/2013
BSN0566816,BANK2P2,105.45,2/19/2014
BSN0572037,BANK2P2,193.55,11/8/2012
BSN0567295,BANK2P2,61.92,11/11/2013
BSN0551405,BANK2P2,72.86,8/26/2013
BSN0499904,BANK2P2,100.00,6/13/2012
BSN0570956,BANK2P2,73.10,2/28/2013
BSN0568324,BANK2P2,620.00,1/21/2014
BSN0566301,BANK2P2,679.97,5/24/2013
BSN0571419,BANK2P2,177.96,9/27/2012
BSN0565840,BANK2P2,295.89,4/30/2013
BSN0018994,BANK2P2,153.49,9/11/2012
BSN0568096,BANK2P2,238.09,1/31/2014
BSN0580742,BANK2P2,150.00,1/28/2013
BSN0566132,BANK2P2,29.54,7/22/2013
BSN0565780,BANK2P2,190.80,7/24/2013
BSN0571820,BANK2P2,278.00,2/25/2013
BSN0578107,BANK2P2,2500.00,7/2/2012
BSN0574439,BANK2P2,11.26,5/27/2013
BSN0565321,BANK2P2,202.94,10/31/2013
BSN0568262,BANK2P2,619.95,11/15/2012
BSN0579790,BANK2P2,100.00,1/20/2014
BSN0565718,BANK2P2,142.87,12/14/2012
BSN0573657,BANK2P2,500.00,2/13/2013
BSN0565658,BANK2P2,327.10,4/8/2013
BSN0579110,BANK2P2,70.00,4/18/2013
BSN0566184,BANK2P2,20.08,1/23/2014
BSN0576844,BANK2P2,100.00,4/22/2013
BSN0566723,BANK2P2,484.36,11/8/2013
BSN0570685,BANK2P2,400.00,7/30/2012
BSN0577582,BANK2P2,150.00,7/31/2013
BSN0400743,BANK2P2,86.86,6/27/2013
BSN0540600,BANK2P2,419.47,12/25/2012
BSN0574585,BANK2P2,135.00,4/3/2013
BSN0576030,BANK2P2,350.00,8/26/2013
BSN0568780,BANK2P2,50.00,5/9/2013
BSN0565572,BANK2P2,188.10,12/25/2012
BSN0566880,BANK2P2,607.79,8/28/2013
BSN0570024,BANK2P2,231.85,8/9/2012
BSN0572039,BANK2P2,181.65,1/29/2013
BSN0572960,BANK2P2,1352.05,7/23/2012
BSN0460256,BANK2P2,64.16,7/30/2013
BSN0567794,BANK2P2,783.23,3/25/2013
BSN0318811,BANK2P2,106.84,9/9/2013
BSN0565934,BANK2P2,522.38,5/10/2013
BSN0583508,BANK2P2,18.84,12/17/2013
BSN0572029,BANK2P2,150.00,5/28/2013
BSN0566083,BANK2P2,151.80,4/9/2013
BSN0579708,BANK2P2,190.00,2/11/2013
BSN0578614,BANK2P2,100.00,5/20/2013
BSN0570661,BANK2P2,278.00,10/1/2012
BSN0575366,BANK2P2,35.53,2/21/2014
BSN0431517,BANK2P2,17.37,10/11/2013
BSN0567902,BANK2P2,9.57,6/3/2013
BSN0562626,BANK2P2,42.87,10/3/2013
BSN0572401,BANK2P2,224.04,12/21/2012
BSN0565328,BANK2P2,323.26,1/6/2014
BSN0581682,BANK2P2,455.00,12/11/2012
BSN0566143,BANK2P2,398.64,5/22/2013
BSN0577312,BANK2P2,1960.00,5/27/2013
BSN0572536,BANK2P2,800.00,5/10/2013
BSN0115759,BANK2P2,184.76,12/23/2013
BSN0568698,BANK2P2,500.00,11/29/2012
BSN0565624,BANK2P2,521.51,6/26/2013
BSN0551352,BANK2P2,38.10,4/22/2013
BSN0575183,BANK2P2,90.00,1/28/2013
BSN0565792,BANK2P2,398.11,12/20/2013
BSN0069943,BANK2P2,2502.26,3/6/2013
BSN0566688,BANK2P2,21.03,7/18/2013
BSN0569815,BANK2P2,92.58,8/27/2012
BSN0568777,BANK2P2,467.30,2/27/2013
BSN0032346,BANK2P2,9000.00,9/24/2012
BSN0503464,BANK2P2,4043.77,3/28/2013
BSN0025676,BANK2P2,80.84,9/24/2013
BSN0566415,BANK2P2,510.02,2/24/2014
BSN0523866,BANK2P2,5.50,12/26/2013
BSN0565335,BANK2P2,467.30,1/18/2013
BSN0570955,BANK2P2,1755.00,9/2/2013
BSN0577497,BANK2P2,300.00,4/22/2013
BSN0568102,BANK2P2,119.07,4/25/2013
BSN0568005,BANK2P2,491.00,6/5/2013
BSN0571279,BANK2P2,500.00,2/28/2013
BSN0568235,BANK2P2,215.85,6/28/2013
BSN0566050,BANK2P2,200.00,12/31/2012
BSN0577328,BANK2P2,1220.00,8/21/2013
BSN0566356,BANK2P2,248.85,11/23/2012
BSN0566194,BANK2P2,39.54,6/24/2013
BSN0575871,BANK2P2,267.00,4/15/2013
BSN0568044,BANK2P2,51.54,12/23/2013
BSN0540298,BANK2P2,208.12,9/24/2013
BSN0402779,BANK2P2,57.93,1/22/2014
BSN0567659,BANK2P2,22.83,8/22/2012
BSN0566453,BANK2P2,39.80,8/3/2012
BSN0576883,BANK2P2,300.00,1/31/2013
BSN0582479,BANK2P2,650.00,2/5/2013
BSN0570522,BANK2P2,175.17,12/16/2013
BSN0570304,BANK2P2,10.88,6/11/2013
BSN0583689,BANK2P2,738.75,5/10/2013
BSN0567676,BANK2P2,136.66,5/30/2013
BSN0573029,BANK2P2,69.48,7/25/2013
BSN0578836,BANK2P2,457.10,11/6/2013
BSN0581451,BANK2P2,400.00,7/20/2012
BSN0567501,BANK2P2,49.82,9/20/2013
BSN0567295,BANK2P2,103.19,6/18/2013
BSN0573134,BANK2P2,100.00,2/11/2013
BSN0572801,BANK2P2,900.00,7/1/2013
BSN0504237,BANK2P2,90.92,4/3/2013
BSN0551098,BANK2P2,217.51,11/27/2013
BSN0565369,BANK2P2,500.00,9/20/2012
BSN0566464,BANK2P2,1235.18,11/19/2012
BSN0565409,BANK2P2,278.65,5/31/2013
BSN0574581,BANK2P2,250.00,6/13/2012
BSN0513889,BANK2P2,78.19,9/11/2012
BSN0565612,BANK2P2,250.00,12/31/2013
BSN0565642,BANK2P2,325.00,8/20/2013
BSN0568239,BANK2P2,171.01,7/15/2013
BSN0523866,BANK2P2,161.58,7/17/2013
BSN0574439,BANK2P2,558.40,10/17/2012
BSN0567749,BANK2P2,220.28,7/25/2013
BSN0568282,BANK2P2,175.44,11/8/2013
BSN0567790,BANK2P2,201.03,12/21/2012
BSN0523866,BANK2P2,52.11,8/21/2013
